post_id,postUser,timestamp,clean_caption,combined_tokens,likesCount,commentsCount,keywords_tfidf,keywords_freq,keywords_weighted
11,maryleest,2023-05-26 12:43:54+00:00,last red carpet in cannes for asteroid city by wes anderson 🤎 dress marmarhalim tailored by saifffoux jewelry yessayan monaelhajj2377 amarsana_style hair balmainhaircouture makeup narsissist the_frntal_pr,"['last', 'red', 'carpet', 'cannes', 'asteroid', 'city', 'wes', 'anderson', 'dress', 'marmarhalim', 'tailored', 'saifffoux', 'jewelry', 'yessayan', 'monaelhajj2377', 'amarsana_style', 'hair', 'balmainhaircouture', 'makeup', 'narsissist', 'the_frntal_pr', 'brown heart']",27133,144,"['asteroid', 'yessayan', 'brown', 'marmarhalim', 'the_frntal_pr']","['last', 'red', 'carpet', 'cannes', 'asteroid']","['cannes', 'dress', 'jewelry', 'amarsana_style', 'balmainhaircouture']"
12,stephaniebroek,2023-05-31 18:38:50+00:00,villa magnan 33333,"['villa', 'magnan', '33333']",725,30,[],"['villa', 'magnan', '33333']","['villa', 'magnan', '33333']"
13,stephaniebroek,2023-05-23 18:51:43+00:00,the feminine urge to reinvent yourself during the change of seasons himichelleli recently talked about how she has been scared of her closet because she felt weird in her body couldn t relate more atm while she tried to re familiarize herself with her own clothing again i took myself on a vintage skincare magazine date obsessed over a silver archival escada jacket and capri pleats theceiling shop was wowed by san serriffe selection of books and magazine and promised myself to never leave the house without applying paulaschoicenl new spf50 ever again,"['feminine', 'urge', 'reinvent', 'change', 'seasons', 'himichelleli', 'recently', 'talked', 'scared', 'closet', 'felt', 'weird', 'body', 'relate', 'atm', 'tried', 'familiarize', 'clothing', 'took', 'vintage', 'skincare', 'magazine', 'date', 'obsessed', 'silver', 'archival', 'escada', 'jacket', 'capri', 'pleats', 'theceiling', 'shop', 'wowed', 'san', 'serriffe', 'selection', 'books', 'magazine', 'promised', 'never', 'leave', 'house', 'without', 'applying', 'paulaschoicenl', 'new', 'spf50', 'ever']",1618,37,"['magazine', 'archival', 'feminine', 'san', 'scared']","['magazine', 'feminine', 'urge', 'reinvent', 'change']","['vintage', 'feminine', 'urge', 'reinvent', 'change']"
14,stephaniebroek,2023-05-24 18:27:22+00:00,never not searching for the perfect jeans to add to my wardrobe may have found the perfect low rise subtle y2k wash samsoesamsoe 3 ad,"['never', 'searching', 'perfect', 'jeans', 'add', 'wardrobe', 'may', 'found', 'perfect', 'low', 'rise', 'subtle', 'y2k', 'wash', 'samsoesamsoe', '3', 'ad']",1271,47,"['perfect', 'low', 'subtle', 'wash', 'y2k']","['perfect', 'never', 'searching', 'jeans', 'add']","['never', 'searching', 'perfect', 'jeans', 'add']"
15,maryleest,2023-05-23 10:49:35+00:00,wearing custom couture flower dress for killers of the flower moon during cannes film festival dress tatyanakochnova_official jewelry hassanzadeh_jewelry shoes casadeiofficial hair balmainhaircouture makeup thetatithunder narsissist the_frntal_pr,"['wearing', 'custom', 'couture', 'flower', 'dress', 'killers', 'flower', 'moon', 'cannes', 'film', 'festival', 'dress', 'tatyanakochnova_official', 'jewelry', 'hassanzadeh_jewelry', 'shoes', 'casadeiofficial', 'hair', 'balmainhaircouture', 'makeup', 'thetatithunder', 'narsissist', 'the_frntal_pr']",31144,163,"['flower', 'dress', 'killers', 'thetatithunder', 'couture']","['flower', 'dress', 'wearing', 'custom', 'couture']","['cannes', 'festival', 'wearing', 'couture', 'dress']"
16,tinaabeysekara,2023-04-23 19:52:12+00:00,save this one 1 white tee 6 effortless looks 🥰 little homage to the uniqlo u crew neck tee not sponsored just a good basic whitetshirtoutfits uniqlo weekendoutfit,"['save', 'one', '1', 'white', 'tee', '6', 'effortless', 'looks', 'little', 'homage', 'uniqlo', 'u', 'crew', 'neck', 'tee', 'sponsored', 'good', 'basic', 'whitetshirtoutfits', 'uniqlo', 'weekendoutfit', 'smiling face with hearts', 'whitetshirtoutfits', 'uniqlo', 'weekendoutfit']",2364,71,"['tee', 'homage', 'sponsored', 'basic', 'crew']","['uniqlo', 'tee', 'whitetshirtoutfits', 'weekendoutfit', 'save']","['looks', 'whitetshirtoutfits', 'weekendoutfit', 'save', 'one']"
17,stephaniebroek,2023-05-10 19:16:22+00:00,me bc before cruise this morning ce cruise era me would have worn this chanelofficial tee with hotpants or just high cut leg bikini bottoms leg warmers hoops trainers and cc logo dumbbells as suggested by virginieviard chanelcruise chanelshow,"['bc', 'cruise', 'morning', 'ce', 'cruise', 'era', 'would', 'worn', 'chanelofficial', 'tee', 'hotpants', 'high', 'cut', 'leg', 'bikini', 'bottoms', 'leg', 'warmers', 'hoops', 'trainers', 'cc', 'logo', 'dumbbells', 'suggested', 'virginieviard', 'chanelcruise', 'chanelshow', 'chanel', 'cruise', 'chanel', 'show']",1042,26,"['cruise', 'leg', 'chanel', 'chanelshow', 'logo']","['cruise', 'leg', 'chanel', 'bc', 'morning']","['chanelshow', 'show', 'chanelofficial', 'chanelcruise', 'chanel']"
18,stephaniebroek,2023-05-14 18:43:00+00:00,new level in life unlocked motherhood thank you for making me a mother when i least expected it the most curious giggly expressive little girl wearing her future heirloom the tiffany lock bracelet one day it will be hers 🔒 tiffanyandco tiffanyandco tiffanylock tiffany_blauw,"['new', 'level', 'life', 'unlocked', 'motherhood', 'thank', 'making', 'mother', 'least', 'expected', 'curious', 'giggly', 'expressive', 'little', 'girl', 'wearing', 'future', 'heirloom', 'tiffany', 'lock', 'bracelet', 'one', 'day', 'tiffanyandco', 'tiffanyandco', 'tiffanylock', 'tiffany_blauw', 'locked', 'tiffany', 'and', 'co', 'tiffany', 'lock']",4162,234,"['tiffany', 'lock', 'tiffanyandco', 'expressive', 'least']","['tiffany', 'lock', 'tiffanyandco', 'new', 'level']","['wearing', 'new', 'level', 'life', 'unlocked']"
19,stephaniebroek,2023-05-07 18:25:02+00:00,caprani gubiofficial,"['caprani', 'gubiofficial']",1396,44,[],"['caprani', 'gubiofficial']","['caprani', 'gubiofficial']"
20,stephaniebroek,2023-05-05 14:37:51+00:00,something blue 3,"['something', 'blue', '3']",1804,47,"['something', 'blue']","['something', 'blue', '3']","['something', 'blue', '3']"
21,gisele,2023-05-21 18:55:47+00:00,i used to think how can i make a difference i am just one person in this enormous world and there is just too much to do but early on i understood that to amplify change it is essential to join forces and that trough dedication and collaboration everything is possible from the bottom of my heart i want to thank everyone who was at the luz alliance gala yesterday helping us to support nature together we were able to raise funds that will be help so many people and projects in brazil a special thanks to the amazing ivetesangalo robinrobertsgma ingridsilva and brazilfound as desmond tutu said do your little bit of good where you are it s those little bits of good put together that overwhelm the world 🙏 costumava pensar como posso fazer a diferença sou apenas uma pessoa neste mundo enorme e há tanto para ser feito mas desde cedo percebi que para amplificar a mudança é fundamental unir forças e que através da dedicação e colaboração tudo é possível do fundo do coração quero agradecer a todos os que estiveram ontem na gala da luz alliance ajudando nos a apoiar a natureza juntos conseguimos arrecadar fundos que vão ajudar muitas pessoas e projetos no brasil um agradecimento especial às incríveis ivetesangalo robinrobertsgma ingridsilva e brazilfound como disse desmond tutu faça o seu pouco de bem onde você estiver são esses pequenos pedaços de bem juntos que inundam o mundo,"['used', 'think', 'make', 'difference', 'one', 'person', 'enormous', 'world', 'much', 'early', 'understood', 'amplify', 'change', 'essential', 'join', 'forces', 'trough', 'dedication', 'collaboration', 'everything', 'possible', 'bottom', 'heart', 'want', 'thank', 'everyone', 'luz', 'alliance', 'gala', 'yesterday', 'helping', 'us', 'support', 'nature', 'together', 'able', 'raise', 'funds', 'help', 'many', 'people', 'projects', 'brazil', 'special', 'thanks', 'amazing', 'ivetesangalo', 'robinrobertsgma', 'ingridsilva', 'brazilfound', 'desmond', 'tutu', 'said', 'little', 'bit', 'good', 'little', 'bits', 'good', 'put', 'together', 'overwhelm', 'world', 'costumava', 'pensar', 'como', 'posso', 'fazer', 'diferença', 'sou', 'apenas', 'uma', 'pessoa', 'neste', 'mundo', 'enorme', 'e', 'há', 'tanto', 'para', 'ser', 'feito', 'mas', 'desde', 'cedo', 'percebi', 'que', 'para', 'amplificar', 'mudança', 'é', 'fundamental', 'unir', 'forças', 'e', 'que', 'através', 'da', 'dedicação', 'e', 'colaboração', 'tudo', 'é', 'possível', 'fundo', 'coração', 'quero', 'agradecer', 'todos', 'os', 'que', 'estiveram', 'ontem', 'na', 'gala', 'da', 'luz', 'alliance', 'ajudando', 'nos', 'apoiar', 'natureza', 'juntos', 'conseguimos', 'arrecadar', 'fundos', 'que', 'vão', 'ajudar', 'muitas', 'pessoas', 'e', 'projetos', 'brasil', 'um', 'agradecimento', 'especial', 'às', 'incríveis', 'ivetesangalo', 'robinrobertsgma', 'ingridsilva', 'e', 'brazilfound', 'como', 'disse', 'desmond', 'tutu', 'faça', 'seu', 'pouco', 'de', 'bem', 'onde', 'você', 'estiver', 'são', 'esses', 'pequenos', 'pedaços', 'de', 'bem', 'juntos', 'que', 'inundam', 'mundo', 'folded hands']",360447,2720,"['que', 'brazilfound', 'alliance', 'bem', 'luz']","['e', 'que', 'world', 'luz', 'alliance']","['gala', 'used', 'think', 'make', 'difference']"
22,gisele,2023-06-05 14:49:32+00:00,mother nature is our greatest teacher she shows us that everything is interconnected and interdependent her power comes from her diversity and it depends on it for its survival just like with people our differences are our strengths and we get stronger when we work together nature doesn t judge or divide she nurtures she reminds us that every form of life is sacred and important and has its own special role in creating balance so all of life can flourish nature has the answers and by observing her and mirroring back her example we can all thrive this is our home and our choices create our future worldenvironmentday 🌳 🌎 a mãe natureza é a nossa maior professora ela nos mostra que tudo está interligado interconectado seu poder vem de sua diversidade e ela depende disso para sobreviver assim como com as pessoas nossas diferenças nos complementam e nos tornamos mais fortes quando trabalhamos juntos a natureza não julga ou divide ela nutre ela nos lembra que toda forma de vida é sagrada e importante e tem seu papel fundamental para trazer equilíbrio para que toda a vida possa florescer a natureza tem muitas respostas e observando a e seguindo seu exemplo podemos todos prosperar esta é a nossa casa e as nossas escolhas criam nosso futuro diamundialdomeioambiente,"['mother', 'nature', 'greatest', 'teacher', 'shows', 'us', 'everything', 'interconnected', 'interdependent', 'power', 'comes', 'diversity', 'depends', 'survival', 'like', 'people', 'differences', 'strengths', 'get', 'stronger', 'work', 'together', 'nature', 'judge', 'divide', 'nurtures', 'reminds', 'us', 'every', 'form', 'life', 'sacred', 'important', 'special', 'role', 'creating', 'balance', 'life', 'flourish', 'nature', 'answers', 'observing', 'mirroring', 'back', 'example', 'thrive', 'home', 'choices', 'create', 'future', 'worldenvironmentday', 'mãe', 'natureza', 'é', 'nossa', 'maior', 'professora', 'ela', 'nos', 'mostra', 'que', 'tudo', 'está', 'interligado', 'interconectado', 'seu', 'poder', 'vem', 'de', 'sua', 'diversidade', 'e', 'ela', 'depende', 'disso', 'para', 'sobreviver', 'assim', 'como', 'com', 'pessoas', 'nossas', 'diferenças', 'nos', 'complementam', 'e', 'nos', 'tornamos', 'mais', 'fortes', 'quando', 'trabalhamos', 'juntos', 'natureza', 'não', 'julga', 'ou', 'divide', 'ela', 'nutre', 'ela', 'nos', 'lembra', 'que', 'toda', 'forma', 'de', 'vida', 'é', 'sagrada', 'e', 'importante', 'e', 'tem', 'seu', 'papel', 'fundamental', 'para', 'trazer', 'equilíbrio', 'para', 'que', 'toda', 'vida', 'possa', 'florescer', 'natureza', 'tem', 'muitas', 'respostas', 'e', 'observando', 'e', 'seguindo', 'seu', 'exemplo', 'podemos', 'todos', 'prosperar', 'esta', 'é', 'nossa', 'casa', 'e', 'nossas', 'escolhas', 'criam', 'nosso', 'futuro', 'diamundialdomeioambiente', 'deciduous tree', 'globe showing Americas', 'world', 'environment', 'day', 'dia', 'mundialdo', 'meio', 'ambiente']",420347,2504,"['ela', 'nos', 'nature', 'natureza', 'seu']","['e', 'ela', 'nos', 'nature', 'natureza']","['shows', 'globe showing Americas', 'mother', 'nature', 'greatest']"
23,gisele,2023-05-14 22:12:36+00:00,happy mother s day to all the mom s out there who with their infinite love can move mountains sending you all my love and reverence especially to my mom my wonder woman a warrior who raised six daughters with so much love and care love you mom feliz dia das mães para todas as mamães que com seu amor infinito podem mover montanhas envio a vocês todo meu amor e reverência especialmente para minha mãe minha mulher maravilha uma guerreira que criou seis filhas com tanto amor e carinho te amo mãe,"['happy', 'mother', 'day', 'mom', 'infinite', 'love', 'move', 'mountains', 'sending', 'love', 'reverence', 'especially', 'mom', 'wonder', 'woman', 'warrior', 'raised', 'six', 'daughters', 'much', 'love', 'care', 'love', 'mom', 'feliz', 'dia', 'das', 'mães', 'para', 'todas', 'mamães', 'que', 'com', 'seu', 'amor', 'infinito', 'podem', 'mover', 'montanhas', 'envio', 'vocês', 'todo', 'meu', 'amor', 'e', 'reverência', 'especialmente', 'para', 'minha', 'mãe', 'minha', 'mulher', 'maravilha', 'uma', 'guerreira', 'que', 'criou', 'seis', 'filhas', 'com', 'tanto', 'amor', 'e', 'carinho', 'te', 'amo', 'mãe']",634005,2259,"['mom', 'love', 'amor', 'minha', 'mãe']","['love', 'mom', 'amor', 'para', 'que']","['happy', 'mother', 'day', 'mom', 'infinite']"
24,gisele,2023-05-02 19:32:40+00:00,being back at the met gala to honor karl and his incredible body of work was very special i feel grateful that i got to know him and had the privilege of working with him to create so many memories throughout the years he is dearly missed by so many but his legacy lives on forever thank you chanelofficial georgecortina davidvoncannon georgisandev ashlie_johnson for getting me ready for this amazing night estar de volta ao met gala para homenagear karl e seu incrível trabalho foi muito especial me sinto muito grata por tê lo conhecido e ter tido o privilégio de trabalhar com ele e ter criado tantas boas memórias ao longo dos anos ele faz muita falta mas seu legado será eterno obrigada chanel georgecortina davidvoncannon georgisandev ashlie_johnson por me preparar para esta noite tão especial,"['back', 'met', 'gala', 'honor', 'karl', 'incredible', 'body', 'work', 'special', 'feel', 'grateful', 'got', 'know', 'privilege', 'working', 'create', 'many', 'memories', 'throughout', 'years', 'dearly', 'missed', 'many', 'legacy', 'lives', 'forever', 'thank', 'chanelofficial', 'georgecortina', 'davidvoncannon', 'georgisandev', 'ashlie_johnson', 'getting', 'ready', 'amazing', 'night', 'estar', 'de', 'volta', 'ao', 'met', 'gala', 'para', 'homenagear', 'karl', 'e', 'seu', 'incrível', 'trabalho', 'foi', 'muito', 'especial', 'sinto', 'muito', 'grata', 'por', 'tê', 'lo', 'conhecido', 'e', 'ter', 'tido', 'privilégio', 'de', 'trabalhar', 'com', 'ele', 'e', 'ter', 'criado', 'tantas', 'boas', 'memórias', 'ao', 'longo', 'dos', 'anos', 'ele', 'faz', 'muita', 'falta', 'mas', 'seu', 'legado', 'será', 'eterno', 'obrigada', 'chanel', 'georgecortina', 'davidvoncannon', 'georgisandev', 'ashlie_johnson', 'por', 'preparar', 'para', 'esta', 'noite', 'tão', 'especial']",1343038,16342,"['georgecortina', 'ter', 'ele', 'karl', 'muito']","['e', 'met', 'gala', 'karl', 'many']","['gala', 'chanelofficial', 'chanel', 'back', 'met']"
25,gisele,2023-05-04 16:43:31+00:00,who is ready for summer new jimmychoo campaign jimmychoo nova campanha de verão da jimmy choo,"['ready', 'summer', 'new', 'jimmychoo', 'campaign', 'jimmychoo', 'nova', 'campanha', 'de', 'verão', 'da', 'jimmy', 'choo', 'jimmy', 'choo']",641945,5461,"['jimmychoo', 'campanha', 'verão', 'nova', 'campaign']","['jimmychoo', 'jimmy', 'choo', 'ready', 'summer']","['ready', 'summer', 'new', 'jimmychoo', 'campaign']"
26,gisele,2023-04-26 18:23:39+00:00,i have no words to express my gratitude for places like the lotushouseshelter the largest women s shelter in america as they provide a haven that allows women and children to heal reclaim their lives and build a foundation for the future i am grateful to help fund the building of the new children s village which will bring education and play creating new possibilities for children in need não tenho palavras para expressar o quão grata sou por lugares como a lotushouseshelter o maior abrigo para mulheres da américa pois fornecem um refúgio seguro que permite que mulheres e crianças possam recuperar suas vidas e construir uma base para o futuro sou grata por poder ajudar a financiar a construção da nova aldeia das crianças um lugar que trará educação e diversão criando novas possibilidades para as crianças carentes,"['words', 'express', 'gratitude', 'places', 'like', 'lotushouseshelter', 'largest', 'women', 'shelter', 'america', 'provide', 'allows', 'women', 'children', 'heal', 'reclaim', 'lives', 'build', 'foundation', 'future', 'grateful', 'help', 'fund', 'building', 'new', 'children', 'village', 'bring', 'education', 'play', 'creating', 'new', 'possibilities', 'children', 'need', 'não', 'tenho', 'palavras', 'para', 'expressar', 'quão', 'grata', 'sou', 'por', 'lugares', 'como', 'lotushouseshelter', 'maior', 'abrigo', 'para', 'mulheres', 'da', 'américa', 'pois', 'fornecem', 'um', 'refúgio', 'seguro', 'que', 'permite', 'que', 'mulheres', 'e', 'crianças', 'possam', 'recuperar', 'suas', 'vidas', 'e', 'construir', 'uma', 'base', 'para', 'futuro', 'sou', 'grata', 'por', 'poder', 'ajudar', 'financiar', 'construção', 'da', 'nova', 'aldeia', 'das', 'crianças', 'um', 'lugar', 'que', 'trará', 'educação', 'e', 'diversão', 'criando', 'novas', 'possibilidades', 'para', 'crianças', 'carentes']",115366,1446,"['children', 'para', 'grata', 'sou', 'que']","['para', 'children', 'que', 'e', 'crianças']","['words', 'express', 'gratitude', 'places', 'like']"
27,rhyancaminske,2023-06-02 01:50:26+00:00,happy june loving these amazon tanks for the summer they come in a pack of 3 multiple color options amazonfinds amazonstyle summeroutfit croppedtank amazonfashion jeanshorts levisshorts casualstyle everydaystyle streetstyle everydayoutfit momstyle liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals hairgrowth blondehaircolor hairsupplements follow my shop rhyancaminske on the shop ltk app to shop this post and get my exclusive app only content liketkit shop ltk,"['happy', 'june', 'loving', 'amazon', 'tanks', 'summer', 'come', 'pack', '3', 'multiple', 'color', 'options', 'amazonfinds', 'amazonstyle', 'summeroutfit', 'croppedtank', 'amazonfashion', 'jeanshorts', 'levisshorts', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'momstyle', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'hairgrowth', 'blondehaircolor', 'hairsupplements', 'follow', 'shop', 'rhyancaminske', 'shop', 'ltk', 'app', 'shop', 'post', 'get', 'exclusive', 'app', 'content', 'liketkit', 'shop', 'ltk', 'amazonfinds', 'amazonstyle', 'summeroutfit', 'croppedtank', 'amazonfashion', 'jeanshorts', 'levisshorts', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'momstyle', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'hairgrowth', 'blondehaircolor', 'hairsupplements', 'liketkit']",206,21,"['shop', 'levisshorts', 'hairsupplements', 'jeanshorts', 'amazonfashion']","['shop', 'amazonfinds', 'amazonstyle', 'summeroutfit', 'croppedtank']","['amazonstyle', 'summeroutfit', 'amazonfashion', 'casualstyle', 'everydaystyle']"
28,rhyancaminske,2023-05-15 02:06:35+00:00,the ones that call me mom 🤍,"['ones', 'call', 'mom', 'white heart']",209,10,"['call', 'ones', 'mom', 'white', 'heart']","['ones', 'call', 'mom', 'white heart']","['ones', 'call', 'mom', 'white heart']"
29,rhyancaminske,2023-05-30 00:21:55+00:00,🤍💙,"['white heart', 'blue heart']",171,6,"['heart', 'blue', 'white']","['white heart', 'blue heart']","['white heart', 'blue heart']"
30,rhyancaminske,2023-05-17 12:36:01+00:00,conference things 👩🏼 💻 a ton of talking walking granola bars and the hottest cocktail hour ever the mvps were my loafers they were so comfortable and super cute second were the work pants i need them in every color workclothes workpants officeoutfit workoutfit blazer workoutfitideas workflats loafers oldnavyfinds worktravel worktrip womensworkpants womensworkwear casualstyle everydaystyle streetstyle everydayoutfit liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd workshoes follow my shop rhyancaminske on the shop ltk app to shop this post and get my exclusive app only content liketkit shop ltk,"['conference', 'things', 'ton', 'talking', 'walking', 'granola', 'bars', 'hottest', 'cocktail', 'hour', 'ever', 'mvps', 'loafers', 'comfortable', 'super', 'cute', 'second', 'work', 'pants', 'need', 'every', 'color', 'workclothes', 'workpants', 'officeoutfit', 'workoutfit', 'blazer', 'workoutfitideas', 'workflats', 'loafers', 'oldnavyfinds', 'worktravel', 'worktrip', 'womensworkpants', 'womensworkwear', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'workshoes', 'follow', 'shop', 'rhyancaminske', 'shop', 'ltk', 'app', 'shop', 'post', 'get', 'exclusive', 'app', 'content', 'liketkit', 'shop', 'ltk', 'woman', 'medium-light skin tone', 'laptop', 'workclothes', 'workpants', 'officeoutfit', 'workoutfit', 'blazer', 'workoutfitideas', 'workflats', 'loafers', 'oldnavyfinds', 'worktravel', 'worktrip', 'womensworkpants', 'womensworkwear', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'workshoes', 'liketkit']",122,13,"['loafers', 'shop', 'oldnavyfinds', 'workclothes', 'workshoes']","['shop', 'loafers', 'workclothes', 'workpants', 'officeoutfit']","['officeoutfit', 'workoutfit', 'workoutfitideas', 'womensworkwear', 'casualstyle']"
31,rhyancaminske,2023-06-05 17:44:13+00:00,mondays are great when you love your job i ve been in my new role for 5 months and i have never been happier in my career i remember i was so nervous i was making the wrong decision full blown meltdowns 😩 and now i m just annoyed i didn t make the change sooner happy monday everyone here are the shoes i ve been loving for work and just everyday wear businesscasual workclothes workoutfit worktravel businesstravel workshoes workclothes carryon carryonsuitcase blazeroutfit sales salescareer casualstyle everydaystyle streetstyle everydayoutfit momstyle liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd follow my shop rhyancaminske on the shop ltk app to shop this post and get my exclusive app only content liketkit shop ltk,"['mondays', 'great', 'love', 'job', 'new', 'role', '5', 'months', 'never', 'happier', 'career', 'remember', 'nervous', 'making', 'wrong', 'decision', 'full', 'blown', 'meltdowns', 'annoyed', 'make', 'change', 'sooner', 'happy', 'monday', 'everyone', 'shoes', 'loving', 'work', 'everyday', 'wear', 'businesscasual', 'workclothes', 'workoutfit', 'worktravel', 'businesstravel', 'workshoes', 'workclothes', 'carryon', 'carryonsuitcase', 'blazeroutfit', 'sales', 'salescareer', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'momstyle', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'follow', 'shop', 'rhyancaminske', 'shop', 'ltk', 'app', 'shop', 'post', 'get', 'exclusive', 'app', 'content', 'liketkit', 'shop', 'ltk', 'weary face', 'businesscasual', 'workclothes', 'workoutfit', 'worktravel', 'businesstravel', 'workshoes', 'carryon', 'carryonsuitcase', 'blazeroutfit', 'sales', 'salescareer', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'momstyle', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'liketkit']",101,11,"['workclothes', 'shop', 'workshoes', 'worktravel', 'blazeroutfit']","['shop', 'workclothes', 'businesscasual', 'workoutfit', 'worktravel']","['shoes', 'wear', 'workoutfit', 'workshoes', 'blazeroutfit']"
32,rhyancaminske,2023-05-18 17:17:20+00:00,one of the best parts of being in dc this week was getting to have dinner with my sister in law heathercaminske and her boyfriend chasewbarlow and obvi a pre dinner hair selfie because i m obsessed with the color hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals lowlights moneypiece hairgrowth blondehaircolor washingtondc,"['one', 'best', 'parts', 'dc', 'week', 'getting', 'dinner', 'sister', 'law', 'heathercaminske', 'boyfriend', 'chasewbarlow', 'obvi', 'pre', 'dinner', 'hair', 'selfie', 'obsessed', 'color', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'lowlights', 'moneypiece', 'hairgrowth', 'blondehaircolor', 'washingtondc', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'lowlights', 'moneypiece', 'hairgrowth', 'blondehaircolor', 'washingtondc']",124,9,"['dinner', 'blondehaircolor', 'haircolorgoals', 'blondebabylights', 'blondehighlights']","['dinner', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights']","['one', 'best', 'parts', 'dc', 'week']"
33,rhyancaminske,2023-04-21 01:58:57+00:00,tbt because dinner dates with karrlton are my favorite 👯 🤍👯 the food might be horrible but we ll fine as long as the drinks are good 😂 bodysuit nightoutoutfit outfitinspo abercrombiestyle casualstyle everydaystyle streetstyle everydayoutfit momstyle liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals hairgrowth blondehaircolor follow my shop rhyancaminske on the shop ltk app to shop this post and get my exclusive app only content liketkit shop ltk,"['tbt', 'dinner', 'dates', 'karrlton', 'favorite', 'food', 'might', 'horrible', 'fine', 'long', 'drinks', 'good', 'bodysuit', 'nightoutoutfit', 'outfitinspo', 'abercrombiestyle', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'momstyle', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'hairgrowth', 'blondehaircolor', 'follow', 'shop', 'rhyancaminske', 'shop', 'ltk', 'app', 'shop', 'post', 'get', 'exclusive', 'app', 'content', 'liketkit', 'shop', 'ltk', 'people with bunny ears', 'white heart', 'people with bunny ears', 'face with tears of joy', 'bodysuit', 'nightoutoutfit', 'outfitinspo', 'abercrombiestyle', 'casualstyle', 'everydaystyle', 'streetstyle', 'everydayoutfit', 'momstyle', 'liketoknowit', 'liketoknowitstyle', 'outfitidea', 'outfitideas', 'simplestyle', 'ootd', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'hairgrowth', 'blondehaircolor', 'liketkit']",174,9,"['shop', 'bodysuit', 'ears', 'bunny', 'abercrombiestyle']","['shop', 'bodysuit', 'nightoutoutfit', 'outfitinspo', 'abercrombiestyle']","['nightoutoutfit', 'outfitinspo', 'abercrombiestyle', 'casualstyle', 'everydaystyle']"
34,rhyancaminske,2023-05-15 02:02:44+00:00,happy mother s day wishing my mom and sister an extra special mother s day love you both so much,"['happy', 'mother', 'day', 'wishing', 'mom', 'sister', 'extra', 'special', 'mother', 'day', 'love', 'much']",126,3,"['mother', 'day', 'wishing', 'extra', 'sister']","['mother', 'day', 'happy', 'wishing', 'mom']","['happy', 'mother', 'day', 'wishing', 'mom']"
