post_id,postUser,timestamp,clean_caption,combined_tokens,likesCount,commentsCount,keywords_tfidf,keywords_freq,keywords_weighted
558,watchingnewyork,2023-06-03 12:32:25+00:00,june archives streetfashion fashion street nyc nycfashion spring springfashion fashiontrends newyorkcity style streetstyle vintage thrift,"['june', 'archives', 'streetfashion', 'fashion', 'street', 'nyc', 'nycfashion', 'spring', 'springfashion', 'fashiontrends', 'newyorkcity', 'style', 'streetstyle', 'vintage', 'thrift', 'streetfashion', 'fashion', 'street', 'nyc', 'nycfashion', 'spring', 'springfashion', 'fashiontrends', 'newyorkcity', 'style', 'streetstyle', 'vintage', 'thrift']",36482,166,"['springfashion', 'spring', 'fashiontrends', 'newyorkcity', 'nycfashion']","['streetfashion', 'fashion', 'street', 'nyc', 'nycfashion']","['newyorkcity', 'streetfashion', 'fashion', 'nycfashion', 'springfashion']"
559,oldprada,2022-05-11 19:21:31+00:00,ss 2011 karen elson by sam taylorwood vogue italia mar 2011 oldprada prada miuccialover ss2011 karenelson samtaylorwood color drama mood dresses praduh iconic inspo love seasontoremember vogueitalia fashion editorial panosyiapanis,"['ss', '2011', 'karen', 'elson', 'sam', 'taylorwood', 'vogue', 'italia', 'mar', '2011', 'oldprada', 'prada', 'miuccialover', 'ss2011', 'karenelson', 'samtaylorwood', 'color', 'drama', 'mood', 'dresses', 'praduh', 'iconic', 'inspo', 'love', 'seasontoremember', 'vogueitalia', 'fashion', 'editorial', 'panosyiapanis', 'oldprada', 'prada', 'miuccialover', 's', 'karenelson', 'samtaylorwood', 'color', 'drama', 'mood', 'dresses', 'praduh', 'iconic', 'inspo', 'love', 'seasontoremember', 'vogueitalia', 'fashion', 'editorial', 'panosyiapanis']",125,0,"['drama', 'panosyiapanis', 'samtaylorwood', 'seasontoremember', 'dresses']","['2011', 'oldprada', 'prada', 'miuccialover', 'karenelson']","['oldprada', 'prada', 'miuccialover', 'dresses', 'fashion']"
560,parisfashionweek,2023-04-07 16:10:00+00:00,logical and functional as clothing yet fully at tuned to the elegance of contemporary lifestyles discover the womenswear fall winter 2023 2024 collection entitled knit ware from cfcl_official by tapping the link in bio parisfashionweek pfw cfcl,"['logical', 'functional', 'clothing', 'yet', 'fully', 'tuned', 'elegance', 'contemporary', 'lifestyles', 'discover', 'womenswear', 'fall', 'winter', '2023', '2024', 'collection', 'entitled', 'knit', 'ware', 'cfcl_official', 'tapping', 'link', 'bio', 'parisfashionweek', 'pfw', 'cfcl', 'parisfashionweek', 'pfw', 'cfcl']",1842,16,"['parisfashionweek', 'pfw', 'lifestyles', 'elegance', 'functional']","['parisfashionweek', 'pfw', 'cfcl', 'logical', 'functional']","['parisfashionweek', 'pfw', 'lifestyles', 'womenswear', '2023']"
561,parisfashionweek,2023-04-11 16:14:24+00:00,our photographer samirnovotny captured some specials moments during our last womenswear fall winter 2023 2024 paris fashion week get an access to all the collections by tapping the link in bio parisfashionweek pfw samirnovotny,"['photographer', 'samirnovotny', 'captured', 'specials', 'moments', 'last', 'womenswear', 'fall', 'winter', '2023', '2024', 'paris', 'fashion', 'week', 'get', 'access', 'collections', 'tapping', 'link', 'bio', 'parisfashionweek', 'pfw', 'samirnovotny', 'parisfashionweek', 'pfw', 'samirnovotny']",3531,21,"['samirnovotny', 'parisfashionweek', 'pfw', 'captured', 'access']","['samirnovotny', 'parisfashionweek', 'pfw', 'photographer', 'captured']","['parisfashionweek', 'pfw', 'paris', 'womenswear', 'fashion']"
562,prada,2023-05-28 11:44:06+00:00,anushka sharma and storm reid in prada while attending the 76th cannes film festival anushka sharma wore a cherry pink double satin top with train detail and pants embellished with black sequin embroidery while attending the l oreal light on women award during the 76th cannes film festival storm reid wore gold colored sequined gown with neckline on the back embellished by the detail of the bow train and gold brushed leather sandals while attending the amfar cannes gala during the 76th cannes film festival pradapeople anushkasharma stormreid festivaldecannes cannes2023,"['anushka', 'sharma', 'storm', 'reid', 'prada', 'attending', '76th', 'cannes', 'film', 'festival', 'anushka', 'sharma', 'wore', 'cherry', 'pink', 'double', 'satin', 'top', 'train', 'detail', 'pants', 'embellished', 'black', 'sequin', 'embroidery', 'attending', 'l', 'oreal', 'light', 'women', 'award', '76th', 'cannes', 'film', 'festival', 'storm', 'reid', 'wore', 'gold', 'colored', 'sequined', 'gown', 'neckline', 'back', 'embellished', 'detail', 'bow', 'train', 'gold', 'brushed', 'leather', 'sandals', 'attending', 'amfar', 'cannes', 'gala', '76th', 'cannes', 'film', 'festival', 'pradapeople', 'anushkasharma', 'stormreid', 'festivaldecannes', 'cannes2023', 'prada', 'people', 'cannes']",32677,199,"['cannes', '76th', 'attending', 'festival', 'film']","['cannes', 'attending', '76th', 'film', 'festival']","['cannes2023', 'cannes', 'festival', 'gala', 'festivaldecannes']"
563,oldprada,2022-05-11 19:21:14+00:00,ss 2011 karen elson by sam taylorwood vogue italia mar 2011 oldprada prada miuccialover ss2011 karenelson samtaylorwood color drama mood dresses praduh iconic inspo love seasontoremember vogueitalia fashion editorial panosyiapanis,"['ss', '2011', 'karen', 'elson', 'sam', 'taylorwood', 'vogue', 'italia', 'mar', '2011', 'oldprada', 'prada', 'miuccialover', 'ss2011', 'karenelson', 'samtaylorwood', 'color', 'drama', 'mood', 'dresses', 'praduh', 'iconic', 'inspo', 'love', 'seasontoremember', 'vogueitalia', 'fashion', 'editorial', 'panosyiapanis', 'oldprada', 'prada', 'miuccialover', 's', 'karenelson', 'samtaylorwood', 'color', 'drama', 'mood', 'dresses', 'praduh', 'iconic', 'inspo', 'love', 'seasontoremember', 'vogueitalia', 'fashion', 'editorial', 'panosyiapanis']",288,0,"['drama', 'panosyiapanis', 'samtaylorwood', 'seasontoremember', 'dresses']","['2011', 'oldprada', 'prada', 'miuccialover', 'karenelson']","['oldprada', 'prada', 'miuccialover', 'dresses', 'fashion']"
564,oldprada,2022-05-11 19:21:46+00:00,ss 2011 karen elson by sam taylorwood vogue italia mar 2011 oldprada prada miuccialover ss2011 karenelson samtaylorwood color drama mood dresses praduh iconic inspo love seasontoremember vogueitalia fashion editorial panosyiapanis,"['ss', '2011', 'karen', 'elson', 'sam', 'taylorwood', 'vogue', 'italia', 'mar', '2011', 'oldprada', 'prada', 'miuccialover', 'ss2011', 'karenelson', 'samtaylorwood', 'color', 'drama', 'mood', 'dresses', 'praduh', 'iconic', 'inspo', 'love', 'seasontoremember', 'vogueitalia', 'fashion', 'editorial', 'panosyiapanis', 'oldprada', 'prada', 'miuccialover', 's', 'karenelson', 'samtaylorwood', 'color', 'drama', 'mood', 'dresses', 'praduh', 'iconic', 'inspo', 'love', 'seasontoremember', 'vogueitalia', 'fashion', 'editorial', 'panosyiapanis']",259,0,"['drama', 'panosyiapanis', 'samtaylorwood', 'seasontoremember', 'dresses']","['2011', 'oldprada', 'prada', 'miuccialover', 'karenelson']","['oldprada', 'prada', 'miuccialover', 'dresses', 'fashion']"
565,parisfashionweek,2023-03-29 16:10:28+00:00,the talented linebrusegan brings us into the streets of off____white show during the last womenswear fall winter 2023 2024 paris fashion week tap the link in bio to access all the collections on our platform parisfashionweek pfw linebrusegan,"['talented', 'linebrusegan', 'brings', 'us', 'streets', 'off____white', 'show', 'last', 'womenswear', 'fall', 'winter', '2023', '2024', 'paris', 'fashion', 'week', 'tap', 'link', 'bio', 'access', 'collections', 'platform', 'parisfashionweek', 'pfw', 'linebrusegan', 'parisfashionweek', 'pfw', 'linebrusegan']",2716,32,"['linebrusegan', 'parisfashionweek', 'pfw', 'talented', 'brings']","['linebrusegan', 'parisfashionweek', 'pfw', 'talented', 'brings']","['parisfashionweek', 'show', 'pfw', 'paris', 'womenswear']"
566,prada,2023-05-28 16:03:13+00:00,alexa chung and alice rohrwacher in prada while attending the 76th cannes film festival alexa chung wore a fuchsia nylon crêpe dress with draping and wide train crystal embellished bag and black satin décolleté while while attending the killers of the flower moon premiere during the 76th cannes film festival alice rohrwacher wore a white poplin top with wide built up sleeves paired with an inky blue tec satin paneled skirt while attending the la chimera premiere during the 76th annual cannes film festival pradapeople alexachung alicerohrwacher festivaldecannes cannes2023,"['alexa', 'chung', 'alice', 'rohrwacher', 'prada', 'attending', '76th', 'cannes', 'film', 'festival', 'alexa', 'chung', 'wore', 'fuchsia', 'nylon', 'crêpe', 'dress', 'draping', 'wide', 'train', 'crystal', 'embellished', 'bag', 'black', 'satin', 'décolleté', 'attending', 'killers', 'flower', 'moon', 'premiere', '76th', 'cannes', 'film', 'festival', 'alice', 'rohrwacher', 'wore', 'white', 'poplin', 'top', 'wide', 'built', 'sleeves', 'paired', 'inky', 'blue', 'tec', 'satin', 'paneled', 'skirt', 'attending', 'la', 'chimera', 'premiere', '76th', 'annual', 'cannes', 'film', 'festival', 'pradapeople', 'alexachung', 'alicerohrwacher', 'festivaldecannes', 'cannes2023', 'prada', 'people', 'alice', 'rohrwacher', 'cannes']",15068,73,"['cannes', '76th', 'attending', 'festival', 'film']","['cannes', 'alice', 'rohrwacher', 'attending', '76th']","['cannes2023', 'cannes', 'festival', 'premiere', 'festivaldecannes']"
567,parisfashionweek,2023-03-24 17:10:31+00:00,for fall winter wardrobe at weinsanto we have a range from daywear classics and workwear to escapism couture extravaganzas weinsanto is inspired by cultural icons like satc and badgalriri the full womenswear fall winter 2023 2024 show is available on our platform link in bio parisfashionweek pfw weinsanto,"['fall', 'winter', 'wardrobe', 'weinsanto', 'range', 'daywear', 'classics', 'workwear', 'escapism', 'couture', 'extravaganzas', 'weinsanto', 'inspired', 'cultural', 'icons', 'like', 'satc', 'badgalriri', 'full', 'womenswear', 'fall', 'winter', '2023', '2024', 'show', 'available', 'platform', 'link', 'bio', 'parisfashionweek', 'pfw', 'weinsanto', 'parisfashionweek', 'pfw', 'weinsanto']",3718,25,"['parisfashionweek', 'fall', 'pfw', 'winter', 'badgalriri']","['weinsanto', 'fall', 'winter', 'parisfashionweek', 'pfw']","['parisfashionweek', 'show', 'pfw', 'daywear', 'workwear']"
568,oldprada,2022-05-09 18:00:47+00:00,ss 2002 vogue italia mar 2002 variation on gold by glen luchford oldprada miuccialover editorial glenluchford prada fashion icons mood color ss2002 vintageprada love inspo vogueitalia francasozzani inspired jacquardfabric chic tuttoprada amo gorge obsessed annacockburn,"['ss', '2002', 'vogue', 'italia', 'mar', '2002', 'variation', 'gold', 'glen', 'luchford', 'oldprada', 'miuccialover', 'editorial', 'glenluchford', 'prada', 'fashion', 'icons', 'mood', 'color', 'ss2002', 'vintageprada', 'love', 'inspo', 'vogueitalia', 'francasozzani', 'inspired', 'jacquardfabric', 'chic', 'tuttoprada', 'amo', 'gorge', 'obsessed', 'annacockburn', 'oldprada', 'miuccialover', 'editorial', 'glenluchford', 'prada', 'fashion', 'icons', 'mood', 'color', 's', 'vintageprada', 'love', 'inspo', 'vogueitalia', 'francasozzani', 'inspired', 'jacquardfabric', 'chic', 'tuttoprada', 'amo', 'gorge', 'obsessed', 'annacockburn']",881,3,"['2002', 'annacockburn', 'gorge', 'jacquardfabric', 'glenluchford']","['2002', 'oldprada', 'miuccialover', 'editorial', 'glenluchford']","['vintageprada', 'oldprada', 'miuccialover', 'prada', 'tuttoprada']"
569,prada,2023-05-29 07:35:12+00:00,anaïs demoustier in prada while attending the 76th cannes film festival anaïs demoustier wore a prada champagne colored organza gown with neckline trimmed with grosgrain ribbon embroidered with pearls and crystals and embellished with jais embroidery and micro crystal fringes anaïs demoustier wore a prada black patent leather dress embellished with hand painted gold shades while attending the opening ceremony of the 76th cannes film festival pradapeople anaïsdemoustier festivaldecannes cannes2023,"['anaïs', 'demoustier', 'prada', 'attending', '76th', 'cannes', 'film', 'festival', 'anaïs', 'demoustier', 'wore', 'prada', 'champagne', 'colored', 'organza', 'gown', 'neckline', 'trimmed', 'grosgrain', 'ribbon', 'embroidered', 'pearls', 'crystals', 'embellished', 'jais', 'embroidery', 'micro', 'crystal', 'fringes', 'anaïs', 'demoustier', 'wore', 'prada', 'black', 'patent', 'leather', 'dress', 'embellished', 'hand', 'painted', 'gold', 'shades', 'attending', 'opening', 'ceremony', '76th', 'cannes', 'film', 'festival', 'pradapeople', 'anaïsdemoustier', 'festivaldecannes', 'cannes2023', 'prada', 'people', 'ana', 's', 'demoustier', 'cannes']",18469,57,"['demoustier', 'prada', 'cannes', '76th', 'attending']","['demoustier', 'prada', 'anaïs', 'cannes', 'attending']","['cannes2023', 'cannes', 'festival', 'ceremony', 'festivaldecannes']"
570,parisfashionweek,2023-03-26 16:00:00+00:00,he expresses his attachment to his moroccan roots through his sense of lines and volumes inspired by traditional moroccan clothing benjaminbenmoyal defines contemporary silhouettes mix with his craft discover the womenswear fall winter 2023 2024 collection by tapping the link in bio parisfashionweek pfw benjaminbenmoyal,"['expresses', 'attachment', 'moroccan', 'roots', 'sense', 'lines', 'volumes', 'inspired', 'traditional', 'moroccan', 'clothing', 'benjaminbenmoyal', 'defines', 'contemporary', 'silhouettes', 'mix', 'craft', 'discover', 'womenswear', 'fall', 'winter', '2023', '2024', 'collection', 'tapping', 'link', 'bio', 'parisfashionweek', 'pfw', 'benjaminbenmoyal', 'parisfashionweek', 'pfw', 'benjaminbenmoyal']",2756,23,"['moroccan', 'parisfashionweek', 'pfw', 'silhouettes', 'craft']","['benjaminbenmoyal', 'moroccan', 'parisfashionweek', 'pfw', 'expresses']","['parisfashionweek', 'pfw', 'womenswear', '2023', '2024']"
571,parisfashionweek,2023-04-02 16:25:00+00:00,you can be a sweet dream or a beautiful nightmare the designers s duo patric_heavenly6 and bryn taubensee behind vaquera nyc mark a strong return with this womenswear fall winter 2023 2024 paris fashion week discover the full collection on our platform link in bio parisfashionweek pfw vaquera,"['sweet', 'dream', 'beautiful', 'nightmare', 'designers', 'duo', 'patric_heavenly6', 'bryn', 'taubensee', 'behind', 'vaquera', 'nyc', 'mark', 'strong', 'return', 'womenswear', 'fall', 'winter', '2023', '2024', 'paris', 'fashion', 'week', 'discover', 'full', 'collection', 'platform', 'link', 'bio', 'parisfashionweek', 'pfw', 'vaquera', 'parisfashionweek', 'pfw', 'vaquera']",2183,24,"['parisfashionweek', 'pfw', 'mark', 'nightmare', 'sweet']","['vaquera', 'parisfashionweek', 'pfw', 'sweet', 'dream']","['parisfashionweek', 'pfw', 'paris', 'designers', 'womenswear']"
572,parisfashionweek,2023-03-20 16:57:43+00:00,details are forgotten and recalled again bringing thoughts back to a time or place or person niccolopasqualetti proposes an androgynous landscape through the reinterpretation of his traditional wardrobe tap the link in bio to discover the full lookbook parisfashionweek pfw niccolopasqualetti,"['details', 'forgotten', 'recalled', 'bringing', 'thoughts', 'back', 'time', 'place', 'person', 'niccolopasqualetti', 'proposes', 'androgynous', 'landscape', 'reinterpretation', 'traditional', 'wardrobe', 'tap', 'link', 'bio', 'discover', 'full', 'lookbook', 'parisfashionweek', 'pfw', 'niccolopasqualetti', 'parisfashionweek', 'pfw', 'niccolopasqualetti']",1707,24,"['niccolopasqualetti', 'parisfashionweek', 'pfw', 'bringing', 'thoughts']","['niccolopasqualetti', 'parisfashionweek', 'pfw', 'details', 'forgotten']","['parisfashionweek', 'pfw', 'details', 'forgotten', 'recalled']"
573,facehunter,2023-05-05 12:36:20+00:00,iraqi swedish artist sara saraalmosaibijasas recently had an exhibition heal 3 0 and performance thegallery iq in baghdad i had the chance to have a coffee with her and chat about identity art traumas and moving to iraq i grew up in sweden and i came to iraq looking for two things to explore the art scene to find the piece of my identity that i ve always been missing i m not done yet with my quest i will always be feeling this when i m here i m not completely home it feels like home but it is so far away from home at home in sweden i feel like at home but there is something missing my art show started out as a meditative means for healing my traumas and therapy there is a momentum right now in iraq things are changing and people feel hope and want to come back to their roots i have several friends from the diaspora who are considering moving back i actually want to move here i m trying to arrange that for september in sweden the streets are clean life is comfortable i value that there is a safe system but are they the most important things in my life the social life the warmth the social closeness to my people my heritage and my language are way more important to me iraqiartist iraqidiaspora iraqiwoman creativeiraq back2theroots iraqiart facehunteriraq 🇮🇶,"['iraqi', 'swedish', 'artist', 'sara', 'saraalmosaibijasas', 'recently', 'exhibition', 'heal', '3', '0', 'performance', 'thegallery', 'iq', 'baghdad', 'chance', 'coffee', 'chat', 'identity', 'art', 'traumas', 'moving', 'iraq', 'grew', 'sweden', 'came', 'iraq', 'looking', 'two', 'things', 'explore', 'art', 'scene', 'find', 'piece', 'identity', 'always', 'missing', 'done', 'yet', 'quest', 'always', 'feeling', 'completely', 'home', 'feels', 'like', 'home', 'far', 'away', 'home', 'home', 'sweden', 'feel', 'like', 'home', 'something', 'missing', 'art', 'show', 'started', 'meditative', 'means', 'healing', 'traumas', 'therapy', 'momentum', 'right', 'iraq', 'things', 'changing', 'people', 'feel', 'hope', 'want', 'come', 'back', 'roots', 'several', 'friends', 'diaspora', 'considering', 'moving', 'back', 'actually', 'want', 'move', 'trying', 'arrange', 'september', 'sweden', 'streets', 'clean', 'life', 'comfortable', 'value', 'safe', 'system', 'important', 'things', 'life', 'social', 'life', 'warmth', 'social', 'closeness', 'people', 'heritage', 'language', 'way', 'important', 'iraqiartist', 'iraqidiaspora', 'iraqiwoman', 'creativeiraq', 'back2theroots', 'iraqiart', 'facehunteriraq', '🇮🇶', 'artist', 'baghdad', 'iraq', 'iraqi', 'artist', 'iraqi', 'diaspora', 'iraqi', 'woman', 'creative', 'iraq', 'back', 'the', 'roots', 'iraqi', 'art', 'facehunter', 'iraq']",710,18,"['iraq', 'iraqi', 'home', 'art', 'things']","['iraq', 'iraqi', 'home', 'art', 'artist']","['show', 'iraqi', 'swedish', 'artist', 'sara']"
574,parisfashionweek,2023-03-22 17:10:00+00:00,in a w23 rui attempts to create an enclosed private experience by describing the texture of the shell discover the full womenswear fall winter 2023 2024 collection from ruiofficial me on our platform link in bio parisfashionweek pfw rui,"['w23', 'rui', 'attempts', 'create', 'enclosed', 'private', 'experience', 'describing', 'texture', 'shell', 'discover', 'full', 'womenswear', 'fall', 'winter', '2023', '2024', 'collection', 'ruiofficial', 'platform', 'link', 'bio', 'parisfashionweek', 'pfw', 'rui', 'parisfashionweek', 'pfw', 'rui']",1586,15,"['parisfashionweek', 'pfw', 'shell', 'texture', 'private']","['rui', 'parisfashionweek', 'pfw', 'w23', 'attempts']","['parisfashionweek', 'pfw', 'womenswear', '2023', '2024']"
575,oldprada,2022-05-09 18:01:14+00:00,ss 2002 vogue italia mar 2002 variation on gold by glen luchford oldprada miuccialover editorial glenluchford prada fashion icons mood color ss2002 vintageprada love inspo vogueitalia francasozzani inspired jacquardfabric chic tuttoprada amo gorge obsessed annacockburn,"['ss', '2002', 'vogue', 'italia', 'mar', '2002', 'variation', 'gold', 'glen', 'luchford', 'oldprada', 'miuccialover', 'editorial', 'glenluchford', 'prada', 'fashion', 'icons', 'mood', 'color', 'ss2002', 'vintageprada', 'love', 'inspo', 'vogueitalia', 'francasozzani', 'inspired', 'jacquardfabric', 'chic', 'tuttoprada', 'amo', 'gorge', 'obsessed', 'annacockburn', 'oldprada', 'miuccialover', 'editorial', 'glenluchford', 'prada', 'fashion', 'icons', 'mood', 'color', 's', 'vintageprada', 'love', 'inspo', 'vogueitalia', 'francasozzani', 'inspired', 'jacquardfabric', 'chic', 'tuttoprada', 'amo', 'gorge', 'obsessed', 'annacockburn']",374,0,"['2002', 'annacockburn', 'gorge', 'jacquardfabric', 'glenluchford']","['2002', 'oldprada', 'miuccialover', 'editorial', 'glenluchford']","['vintageprada', 'oldprada', 'miuccialover', 'prada', 'tuttoprada']"
