post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount,important_words,consolidated_text
11,2023-05-26 12:43:54+00:00,maryleest,Last red carpet in Cannes for “Asteroid City” by Wes Anderson 🤎 Dress @marmarhalim tailored by @saifffoux  Jewelry @yessayan @monaelhajj2377 @amarsana_style Hair @balmainhaircouture Makeup @narsissist  @the_frntal_pr,,27133,144,"['fire', 'by', 'white_heart', 'red', 'cannes']",last red carpet in cannes for asteroid city by wes anderson brown_heart dress marmarhalim tailored by saifffoux jewelry yessayan monaelhajj amarsana_style hair balmainhaircouture makeup narsissist the_frntal_pr fire fire fire fire lv celin hermes dior fendi chanel gucci syy are those melon melon real thinking_face white_heart white_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes this look red_heart fire fire fire red_heart fire fire fire fire 
12,2023-05-31 18:38:50+00:00,stephaniebroek,Villa Magnan <33333,,725,30,"['white_heart', 'smiling_face_with_heart', 'eyes', 'dream', 'love']",villa magnan smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes dream thought_balloon red_heart donkey love white_heart white_heart 
13,2023-05-23 18:51:43+00:00,stephaniebroek,"The feminine urge to reinvent yourself during the change of seasons. @himichelleli recently talked about how she has been scared of her closet because she felt weird in her body. Couldn’t relate more atm. While she tried to re-familiarize herself with her own clothing again, I took myself on a vintage/skincare/magazine date. Obsessed over a silver archival Escada jacket and capri pleats @theceiling.shop. Was wowed by @san.serriffe selection of books and magazine. And promised myself to never leave the house without applying @paulaschoicenl new SPF50 ever again",,1618,37,"['she', 'her', 'again', 'of', 'to']",the feminine urge to reinvent yourself during the change of seasons himichelleli recently talked about how she has been scared of her closet because she felt weird in her body couldn t relate more atm while she tried to re familiarize herself with her own clothing again i took myself on a vintage skincare magazine date obsessed over a silver archival escada jacket and capri pleats theceiling shop was wowed by san serriffe selection of books and magazine and promised myself to never leave the house without applying paulaschoicenl new spf ever again white_heart i feel this post coin coin coin is dat een gouden mossel aan je sleutelbos spiral_shell oyster intrigued 
14,2023-05-24 18:27:22+00:00,stephaniebroek,Never not searching for the perfect jeans to add to my wardrobe. May have found the perfect low rise subtle y2k wash @samsoesamsoe </3  /ad,,1271,47,"['perfect', 'jeans', 'these', 'red_heart', 'are']",never not searching for the perfect jeans to add to my wardrobe may have found the perfect low rise subtle y k wash samsoesamsoe ad hey dm me you smiling_face_with_heart eyes smiling_face_with_heart eyes sparkling_heart chic these jeans truly are perfect knapste mama beating_heart youuuu red_heart red_heart red_heart red_heart hiii where are these sunglasses from smiling_face_with_sunglasses love this denim 
15,2023-05-23 10:49:35+00:00,maryleest,Wearing custom couture flower dress for “Killers of the Flower moon” during Cannes Film Festival ❤️ Dress @tatyanakochnova_official Jewelry @hassanzadeh_jewelry Shoes @casadeiofficial Hair @balmainhaircouture Makeup @thetatithunder @narsissist @the_frntal_pr,,31144,163,"['fire', 'broken_heart', 'dress', 'red_heart', 'smiling_face_with_heart']",wearing custom couture flower dress for killers of the flower moon during cannes film festival red_heart dress tatyanakochnova_official jewelry hassanzadeh_jewelry shoes casadeiofficial hair balmainhaircouture makeup thetatithunder narsissist the_frntal_pr dress fire fire fire fire fire fire fire rose kiss_mark smiling_face_with_heart eyes broken_heart broken_heart broken_heart red_heart red_heart red_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes red_heart red_heart red_heart smiling_face_with_heart eyes fire clapping_hands 
16,2023-04-23 19:52:12+00:00,tinaabeysekara,"Save this one! 1 white tee, 6 effortless looks 🥰  Little homage to the @uniqlo U Crew Neck tee. Not sponsored, just a good basic!  #whitetshirtoutfits #Uniqlo #weekendoutfit","whitetshirtoutfits, Uniqlo, weekendoutfit",2364,71,"['links', 'smiling_face_with_hearts', 'my', 'the', 'this']",save this one white tee effortless looks smiling_face_with_hearts little homage to the uniqlo u crew neck tee not sponsored just a good basic whitetshirtoutfits uniqlo weekendoutfit where are your leather look pants from please a wonderful staple love all these looks can you please tell me where the green blazer is from been looking for something similar nice uniqlo are the best is this the men s or women s version of this tee what s the sizing like on the check coat _insainslie_ sharonjgreen love this blazer as well one of my faves for years now i ve linked it in my links highlight and also in my outfit links in my bio smiling_face_with_hearts bron zara i believe they re back in stock now smiling_face_with_hearts whitetshirtoutfits Uniqlo weekendoutfit
17,2023-05-10 19:16:22+00:00,stephaniebroek,"me BC (Before Cruise) this morning. CE (Cruise Era) me would have worn this @chanelofficial tee with hotpants (or just high-cut leg bikini bottoms), leg warmers, hoops, trainers, and CC logo dumbbells, as suggested by @virginieviard #CHANELCruise #CHANELShow","CHANELCruise, CHANELShow",1042,26,"['black_heart', 'white_heart', 'fire', 'this', 'me']",me bc before cruise this morning ce cruise era me would have worn this chanelofficial tee with hotpants or just high cut leg bikini bottoms leg warmers hoops trainers and cc logo dumbbells as suggested by virginieviard chanelcruise chanelshow love raising_hands black_heart love this cool in chanel black_heart white_heart beauty fire heart_on_fire heart_exclamation heart_exclamation heart_exclamation red_heart white_heart white_heart fire fire fire black_heart black_heart black_heart CHANELCruise CHANELShow
18,2023-05-14 18:43:00+00:00,stephaniebroek,"New level in life unlocked: motherhood. Thank you for making me a mother when I least expected it. The most curious, giggly, expressive little girl. Wearing her future heirloom, the Tiffany Lock bracelet. One day it will be hers 🔒 @tiffanyandco #TiffanyAndCo #TiffanyLock @tiffany_blauw","TiffanyAndCo, TiffanyLock",4162,234,"['smiling_face_with_heart', 'eyes', 'red_heart', 'mother', 'crying_face']",new level in life unlocked motherhood thank you for making me a mother when i least expected it the most curious giggly expressive little girl wearing her future heirloom the tiffany lock bracelet one day it will be hers locked tiffanyandco tiffanyandco tiffanylock tiffany_blauw crying_face raising_hands red_heart red_heart red_heart wat een leuk meisje heb je red_heart motherhood looks so good on you red_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes such a blessing sparkling_heart red_heart red_heart red_heart red_heart red_heart smiling_face_with_heart eyes TiffanyAndCo TiffanyLock
19,2023-05-07 18:25:02+00:00,stephaniebroek,caprani @gubiofficial,,1396,44,"['white_heart', 'red_heart', 'clapping_hands', 'smiling_face_with_heart', 'eyes']",caprani gubiofficial the table smiling_face_with_heart eyes clapping_hands red_heart red_heart red_heart doina white_heart white_heart white_heart 
20,2023-05-05 14:37:51+00:00,stephaniebroek,something blue <3,,1804,47,"['heart_on_fire', 'heart_hands', 'red_heart', 'white_heart', 'size']",something blue light_blue_heart heart_hands heart_hands love the ganni coat what size did you go with black_heart love this first outfit blue_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes the coat heart_on_fire heart_on_fire red_heart red_heart red_heart red_heart so cool fire francesshoemack white_heart white_heart 
21,2023-05-21 18:55:47+00:00,gisele,"I used to think how can I make a difference? I am just one person in this enormous world and there is just too much to do, but early on I understood that to amplify change it is essential to join forces and that trough dedication and collaboration everything is possible. From the bottom of my heart, I want to thank everyone who was at the Luz Alliance Gala yesterday, helping us to support nature. Together we were able to raise funds that will be help so many people and projects in Brazil. A special thanks to the amazing @ivetesangalo , @robinrobertsgma , @ingridsilva and @brazilfound .  As Desmond Tutu said: “Do your little bit of good where you are; it's those little bits of good put together that overwhelm the world.” ❤️🙏✨   Costumava pensar: Como posso fazer a diferença? Sou apenas uma pessoa neste mundo enorme e há tanto para ser feito, mas desde cedo percebi que para amplificar a mudança é fundamental unir forças e que através da dedicação e colaboração, tudo é possível. Do fundo do coração, quero agradecer a todos os que estiveram ontem na Gala da Luz Alliance, ajudando-nos a apoiar a natureza. Juntos conseguimos arrecadar fundos que vão ajudar muitas pessoas e projetos no Brasil. Um agradecimento especial às incríveis @IveteSangalo, @RobinRobertsGMA, @IngridSilva e @brazilfound. Como disse Desmond Tutu: “Faça o seu pouco de bem onde você estiver; são esses pequenos pedaços de bem juntos que inundam o mundo.”",,360447,2720,"['red_heart', 'clapping_hands', 'que', 'to', 'do']",i used to think how can i make a difference i am just one person in this enormous world and there is just too much to do but early on i understood that to amplify change it is essential to join forces and that trough dedication and collaboration everything is possible from the bottom of my heart i want to thank everyone who was at the luz alliance gala yesterday helping us to support nature together we were able to raise funds that will be help so many people and projects in brazil a special thanks to the amazing ivetesangalo robinrobertsgma ingridsilva and brazilfound as desmond tutu said do your little bit of good where you are it s those little bits of good put together that overwhelm the world red_heart folded_hands sparkles costumava pensar como posso fazer a diferenca sou apenas uma pessoa neste mundo enorme e ha tanto para ser feito mas desde cedo percebi que para amplificar a mudanca e fundamental unir forcas e que atraves da dedicacao e colaboracao tudo e possivel do fundo do coracao quero agradecer a todos os que estiveram ontem na gala da luz alliance ajudando nos a apoiar a natureza juntos conseguimos arrecadar fundos que vao ajudar muitas pessoas e projetos no brasil um agradecimento especial as incriveis ivetesangalo robinrobertsgma ingridsilva e brazilfound como disse desmond tutu faca o seu pouco de bem onde voce estiver sao esses pequenos pedacos de bem juntos que inundam o mundo clapping_hands clapping_hands clapping_hands clapping_hands amo te pink_heart linda red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart hey gisele im paul xxxxxxxx clapping_hands clapping_hands clapping_hands red_heart red_heart red_heart red_heart blue_heart 
22,2023-06-05 14:49:32+00:00,gisele,"Mother Nature is our greatest teacher. She shows us that everything is interconnected and interdependent. Her power comes from her diversity and it depends on it for its  survival. Just like with people, our differences are our strengths, and we get stronger when we work together.  Nature doesn’t judge or divide. She nurtures. She reminds us that every form of life is sacred, and important, and has its own special role in creating balance, so all of life can flourish. Nature has the answers--and by observing her, and mirroring back her example, we can all thrive. This is our home, and our choices create our future.  #WorldEnvironmentDay 🌳❤️ 🌎  A Mãe Natureza é a nossa maior professora. Ela nos mostra que tudo está interligado, interconectado. Seu poder vem de sua diversidade e ela depende disso para sobreviver. Assim como com as pessoas, nossas diferenças nos complementam e nos tornamos mais fortes quando trabalhamos juntos.A natureza não julga ou divide. Ela nutre. Ela nos lembra que toda forma de vida é sagrada e importante, e tem seu papel fundamental para trazer equilíbrio para que toda a vida possa florescer. A natureza tem muitas respostas - e, observando-a e seguindo seu exemplo, podemos todos prosperar.Esta é a nossa casa - e as nossas escolhas criam nosso futuro. #DiaMundialdoMeioAmbiente","WorldEnvironmentDay, DiaMundialdoMeioAmbiente",420347,2504,"['stop', 'our', 'and', 'to', 'its']",mother nature is our greatest teacher she shows us that everything is interconnected and interdependent her power comes from her diversity and it depends on it for its survival just like with people our differences are our strengths and we get stronger when we work together nature doesn t judge or divide she nurtures she reminds us that every form of life is sacred and important and has its own special role in creating balance so all of life can flourish nature has the answers and by observing her and mirroring back her example we can all thrive this is our home and our choices create our future worldenvironmentday deciduous_tree red_heart globe_showing_americas a mae natureza e a nossa maior professora ela nos mostra que tudo esta interligado interconectado seu poder vem de sua diversidade e ela depende disso para sobreviver assim como com as pessoas nossas diferencas nos complementam e nos tornamos mais fortes quando trabalhamos juntos a natureza nao julga ou divide ela nutre ela nos lembra que toda forma de vida e sagrada e importante e tem seu papel fundamental para trazer equilibrio para que toda a vida possa florescer a natureza tem muitas respostas e observando a e seguindo seu exemplo podemos todos prosperar esta e a nossa casa e as nossas escolhas criam nosso futuro diamundialdomeioambiente how are you not embarrassed to hear someone keep telling you to stop copying everything that i do gisele i removed the comments because i thought you were going to stop you have no self control no respect no identity and no shame stop stop this is plagiarism and you are dangerously close to getting a lawsuit this is your warning to stop gisele hello from bulgaria and its only by faith that you trust me thats with anyone if your familiar with the bible gisele then it sais somewhere in it to not lean on your own understanding but lean on gods understanding the most common thing for celebrities to do is to lean on thete own understanding because they assume its there own works that elevate them in a higher position than others no mortal is higher than me gisele im sorry to break it to you a correct marriage stands as the man ahead of the household the woman under him then the chillins or children WorldEnvironmentDay DiaMundialdoMeioAmbiente
23,2023-05-14 22:12:36+00:00,gisele,"Happy Mother’s Day to all the mom’s out there who with their infinite love can move mountains. Sending you all my love and reverence, especially to my mom , my wonder woman, a warrior who raised six daughters with so much love and care. Love you, mom! ❤️ Feliz Dia das Mães para todas as mamães que com seu amor infinito podem mover montanhas. Envio a vocês todo meu amor e reverência, especialmente para minha mãe, minha mulher maravilha, uma guerreira que criou seis filhas com tanto amor e carinho. Te amo mãe!",,634005,2259,"['mom', 'red_heart', 'love', 'que', 'para']",happy mother s day to all the mom s out there who with their infinite love can move mountains sending you all my love and reverence especially to my mom my wonder woman a warrior who raised six daughters with so much love and care love you mom red_heart feliz dia das maes para todas as mamaes que com seu amor infinito podem mover montanhas envio a voces todo meu amor e reverencia especialmente para minha mae minha mulher maravilha uma guerreira que criou seis filhas com tanto amor e carinho te amo mae que legal sonho de relacao familiar em qualquer lugar parabens gisele red_heart red_heart red_heart red_heart this is the greatest gift no other material need even comes close heart_hands light_skin_tone thank you for spreading love victory_hand light_skin_tone your mom is very beautiful too hope it was great for both of you red_heart red_heart red_heart red_heart red_heart red_heart best mum in world world_map red_heart smiling_face_with_smiling_eyes pear a foto do marrrrr uau 
24,2023-05-02 19:32:40+00:00,gisele,"Being back at the Met Gala to honor Karl and his incredible body of work was very special. I feel grateful that I got to know him and had the privilege of  working with him to create so many memories throughout the years. He is dearly missed by so many but his legacy lives on forever. Thank you @Chanelofficial , @GeorgeCortina @DavidVoncannon @Georgisandev  @ashlie_johnson For getting me ready for this amazing night. ✨  Estar de volta ao Met Gala para homenagear Karl e seu incrível trabalho foi muito especial. Me sinto muito grata por tê-lo conhecido e ter tido o privilégio de trabalhar com ele e ter criado tantas boas memórias ao longo dos anos. Ele faz muita falta, mas seu legado será eterno. Obrigada @Chanel, @GeorgeCortina @DavidVoncannon @Georgisandev @ashlie_johnson por me preparar para esta noite tão especial.",,1343038,16342,"['struck', 'rose', 'sparkling_heart', 'star', 'sparkles']",being back at the met gala to honor karl and his incredible body of work was very special i feel grateful that i got to know him and had the privilege of working with him to create so many memories throughout the years he is dearly missed by so many but his legacy lives on forever thank you chanelofficial georgecortina davidvoncannon georgisandev ashlie_johnson for getting me ready for this amazing night sparkles estar de volta ao met gala para homenagear karl e seu incrivel trabalho foi muito especial me sinto muito grata por te lo conhecido e ter tido o privilegio de trabalhar com ele e ter criado tantas boas memorias ao longo dos anos ele faz muita falta mas seu legado sera eterno obrigada chanel georgecortina davidvoncannon georgisandev ashlie_johnson por me preparar para esta noite tao especial musa purple_heart beautiful blue eyes red_heart red_heart smiling_face_with_heart eyes smiling_face_with_heart eyes lindaaaaaaaaaaa sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart bela rose rose rose rose rose rose rose rose rose deslumbrante crown sparkles clapping_hands_light_skin_tone rainha star struck star struck star struck star struck star struck star struck star struck star struck star struck star struck star struck perfeita sparkles sparkles sparkles sparkles sparkles sparkles sparkles sparkles so pretty smiling_face_with_heart eyes smiling_face_with_heart eyes 
25,2023-05-04 16:43:31+00:00,gisele,Who is ready for summer?! New @jimmychoo campaign! #JimmyChoo ✨✨✨ Nova campanha de verão da Jimmy Choo.,JimmyChoo,641945,5461,"['fire', 'orange_heart', 'clapping_hands', 'sparkles', 'red_heart']",who is ready for summer new jimmychoo campaign jimmychoo sparkles sparkles sparkles nova campanha de verao da jimmy choo que belo decote gostosa smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes orange_heart orange_heart orange_heart blue_heart green_heart clapping_hands clapping_hands clapping_hands smiling_face_with_heart eyes red_heart face_blowing_a_kiss red_heart smiling_face_with_sunglasses victory_hand squinting_face_with_tongue fire smiling_face_with_heart eyes fire fire fire fire gorgeus fire fire fire fire fire clapping_hands i love red_heart red_heart red_heart red_heart JimmyChoo
26,2023-04-26 18:23:39+00:00,gisele,"I have no words to express my gratitude for places like the @lotushouseshelter , the largest women's shelter in America, as they provide a haven that allows women and children to heal, reclaim their lives, and build a foundation for the future. I am grateful to help fund the building of the new Children's Village, which will bring education and play, creating new possibilities for children in need. ❤️ Não tenho palavras para expressar o quão grata sou por lugares como a @lotushouseshelter , o maior abrigo para mulheres da América, pois fornecem um refúgio seguro, que permite que mulheres e crianças possam recuperar suas vidas e construir uma base para o futuro. Sou grata por poder ajudar a financiar a construção da nova “Aldeia das Crianças”, um lugar que trará educação e diversão, criando novas possibilidades para as crianças carentes.",,115366,1446,"['para', 'por', 'red_heart', 'purple_heart', 'que']",i have no words to express my gratitude for places like the lotushouseshelter the largest women s shelter in america as they provide a haven that allows women and children to heal reclaim their lives and build a foundation for the future i am grateful to help fund the building of the new children s village which will bring education and play creating new possibilities for children in need red_heart nao tenho palavras para expressar o quao grata sou por lugares como a lotushouseshelter o maior abrigo para mulheres da america pois fornecem um refugio seguro que permite que mulheres e criancas possam recuperar suas vidas e construir uma base para o futuro sou grata por poder ajudar a financiar a construcao da nova aldeia das criancas um lugar que trara educacao e diversao criando novas possibilidades para as criancas carentes red_heart red_heart red_heart red_heart red_heart red_heart clapping_hands clapping_hands clapping_hands clapping_hands purple_heart purple_heart purple_heart blue_heart two_hearts parabens maravilhosa deus te abencoe sempre red_heart raising_hands i hope you make it to the new spice girls movie spicegirla spicegirls water_pistol giii faz uma caridade e me segue para engajar meu trabalho com os animais por favor deusa do universo smiling_face_with_heart eyes woman_dancing_light_skin_tone crown 
27,2023-06-02 01:50:26+00:00,rhyancaminske,"Happy June!!   Loving these Amazon tanks for the summer. They come in a pack of 3, multiple color options.   #amazonfinds #amazonstyle #summeroutfit #croppedtank #amazonfashion #jeanshorts #levisshorts #casualstyle #everydaystyle #streetstyle #everydayoutfit #momstyle #liketoknowit #liketoknowitstyle #outfitidea #outfitideas #simplestyle #ootd #hairgoals #haircolorinspo #blondehighlights #blondebabylights #haircolorgoals #hairgrowth #blondehaircolor #hairsupplements   Follow my shop @rhyancaminske on the @shop.LTK app to shop this post and get my exclusive app-only content!  #liketkit  @shop.ltk https://liketk.it/4aAPK","amazonfinds, amazonstyle, summeroutfit, croppedtank, amazonfashion, jeanshorts, levisshorts, casualstyle, everydaystyle, streetstyle, everydayoutfit, momstyle, liketoknowit, liketoknowitstyle, outfitidea, outfitideas, simplestyle, ootd, hairgoals, haircolorinspo, blondehighlights, blondebabylights, haircolorgoals, hairgrowth, blondehaircolor, hairsupplements, liketkit",206,21,"['shop', 'haircolorgoals', 'blondehaircolor', 'summeroutfit', 'haircolorinspo']",happy june loving these amazon tanks for the summer they come in a pack of multiple color options amazonfinds amazonstyle summeroutfit croppedtank amazonfashion jeanshorts levisshorts casualstyle everydaystyle streetstyle everydayoutfit momstyle liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals hairgrowth blondehaircolor hairsupplements follow my shop rhyancaminske on the shop ltk app to shop this post and get my exclusive app only content liketkit shop ltk hot_face fire fire fire wo get it love that kitchen amberunraveled ahhhh thank you amazonfinds amazonstyle summeroutfit croppedtank amazonfashion jeanshorts levisshorts casualstyle everydaystyle streetstyle everydayoutfit momstyle liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals hairgrowth blondehaircolor hairsupplements liketkit
28,2023-05-15 02:06:35+00:00,rhyancaminske,The ones that call me Mom 🤍,,209,10,"['mother', 'day', 'happy', 'mom', 'red_heart']",the ones that call me mom white_heart happy mom s day rhyan red_heart red_heart red_heart red_heart i hope you had a wonderful mother s day heart_suit heart_suit happy mother s day happy mother s day cherry_blossom happy mother s day rhyan hmd beautiful lady xo happy mother s day red_heart happy mother s day happy mother s day sparkling_heart sparkles yourbotoxbestie happy mother s day to you too red_heart 
29,2023-05-30 00:21:55+00:00,rhyancaminske,❤️🤍💙,,171,6,"['heart_suit', 'looks', 'or', 'like', 'weekend']",red_heart white_heart blue_heart great pics looks like a fun weekend so adorable smiling_face_with_heart eyes smiling_face_with_heart eyes folded_hands heart_suit heart_suit wow you son looks a lot like by your husband man everyone is posting their kids today my wife did too this a thing or united_states lol whos got baby fever carl or you enjoy 
30,2023-05-17 12:36:01+00:00,rhyancaminske,"Conference things 👩🏼‍💻 A ton of talking, walking, granola bars and the hottest cocktail hour ever.   The MVPs were my loafers. They were so comfortable and super cute! Second were the work pants, I need them in every color!  . . .  #workclothes #workpants #officeoutfit #workoutfit #blazer #workoutfitideas #workflats #loafers #oldnavyfinds #worktravel #worktrip #womensworkpants #womensworkwear #casualstyle #everydaystyle #streetstyle #everydayoutfit #liketoknowit #liketoknowitstyle #outfitidea #outfitideas #simplestyle #ootd #workshoes   Follow my shop @rhyancaminske on the @shop.LTK app to shop this post and get my exclusive app-only content!  #liketkit  @shop.ltk https://liketk.it/49qM2","workclothes, workpants, officeoutfit, workoutfit, blazer, workoutfitideas, workflats, loafers, oldnavyfinds, worktravel, worktrip, womensworkpants, womensworkwear, casualstyle, everydaystyle, streetstyle, everydayoutfit, liketoknowit, liketoknowitstyle, outfitidea, outfitideas, simplestyle, ootd, workshoes, liketkit",122,13,"['shop', 'fire', 'struck', 'were', 'star']",conference things woman_technologist_medium light_skin_tone a ton of talking walking granola bars and the hottest cocktail hour ever the mvps were my loafers they were so comfortable and super cute second were the work pants i need them in every color workclothes workpants officeoutfit workoutfit blazer workoutfitideas workflats loafers oldnavyfinds worktravel worktrip womensworkpants womensworkwear casualstyle everydaystyle streetstyle everydayoutfit liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd workshoes follow my shop rhyancaminske on the shop ltk app to shop this post and get my exclusive app only content liketkit shop ltk i sincerely hope you could read my private message so pretty and elegant love your total look smiling_face_with_heart eyes white_heart looking good smiling_face_with_heart eyes those are super cute loafers smiling_face_with_heart eyes red_heart fire red_heart i bought the lululemon dress pants and they ve changed my life fire fire fire beautiful happy lovely clapping_hands red_heart pretty rhyancaminske fire fire fire star struck star struck star struck send pic on pinched_fingers paradise_pro_media check_mark_button m workclothes workpants officeoutfit workoutfit blazer workoutfitideas workflats loafers oldnavyfinds worktravel worktrip womensworkpants womensworkwear casualstyle everydaystyle streetstyle everydayoutfit liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd workshoes liketkit
31,2023-06-05 17:44:13+00:00,rhyancaminske,Mondays are great when you love your job 🩶 I’ve been in my new role for 5 months and I have never been happier in my career. I remember I was SO nervous I was making the wrong decision (full blown meltdowns 😩) and now I’m just annoyed I didn’t make the change sooner!  . . Happy Monday everyone!!  . Here are the shoes I’ve been loving for work and just everyday wear.  . .  #businesscasual #workclothes #workoutfit #worktravel #businesstravel #workshoes #workclothes #carryon #carryonsuitcase #blazeroutfit #sales #salescareer #casualstyle #everydaystyle #streetstyle #everydayoutfit #momstyle #liketoknowit #liketoknowitstyle #outfitidea #outfitideas #simplestyle #ootd   Follow my shop @rhyancaminske on the @shop.LTK app to shop this post and get my exclusive app-only content!  #liketkit  @shop.ltk https://liketk.it/4aOag,"businesscasual, workclothes, workoutfit, worktravel, businesstravel, workshoes, carryon, carryonsuitcase, blazeroutfit, sales, salescareer, casualstyle, everydaystyle, streetstyle, everydayoutfit, momstyle, liketoknowit, liketoknowitstyle, outfitidea, outfitideas, simplestyle, ootd, liketkit",101,11,"['smiling_face_with_heart', 'eyes', 'you', 'shop', 'been']",mondays are great when you love your job grey_heart i ve been in my new role for months and i have never been happier in my career i remember i was so nervous i was making the wrong decision full blown meltdowns weary_face and now i m just annoyed i didn t make the change sooner happy monday everyone here are the shoes i ve been loving for work and just everyday wear businesscasual workclothes workoutfit worktravel businesstravel workshoes workclothes carryon carryonsuitcase blazeroutfit sales salescareer casualstyle everydaystyle streetstyle everydayoutfit momstyle liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd follow my shop rhyancaminske on the shop ltk app to shop this post and get my exclusive app only content liketkit shop ltk hello hey i sent you a dm if you could check your hidden requests it will be in there soo deserving smiling_face_with_heart eyes well i m jealous you go girl fire fire love the shoes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes you look incredible honey two_hearts let s collab yubamajewels white_heart gggiiirrrlll you look amazing red_heart fire i hope you have a great monday love the black you off again x businesscasual workclothes workoutfit worktravel businesstravel workshoes carryon carryonsuitcase blazeroutfit sales salescareer casualstyle everydaystyle streetstyle everydayoutfit momstyle liketoknowit liketoknowitstyle outfitidea outfitideas simplestyle ootd liketkit
32,2023-05-18 17:17:20+00:00,rhyancaminske,"One of the best parts of being in DC this week was getting to have dinner with my Sister-in-law @heathercaminske and her boyfriend @chasewbarlow 🩵 . . . And obvi a pre-dinner hair selfie, because i’m obsessed with the color.  . . . #hairgoals #haircolorinspo #blondehighlights #blondebabylights #haircolorgoals #lowlights #moneypiece #hairgrowth #blondehaircolor #washingtondc","hairgoals, haircolorinspo, blondehighlights, blondebabylights, haircolorgoals, lowlights, moneypiece, hairgrowth, blondehaircolor, washingtondc",124,9,"['fire', 'blondehaircolor', 'haircolorgoals', 'blondehighlights', 'blondebabylights']",one of the best parts of being in dc this week was getting to have dinner with my sister in law heathercaminske and her boyfriend chasewbarlow light_blue_heart and obvi a pre dinner hair selfie because i m obsessed with the color hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals lowlights moneypiece hairgrowth blondehaircolor washingtondc i sincerely hope you could read my private message what dc so close have fun rhyan grinning_face_with_smiling_eyes this hair is gorg sparkles why im blushing smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes nice pic fire fire miss you already fiery duo rhyancaminske and heathercaminske fire fire fire fire hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals lowlights moneypiece hairgrowth blondehaircolor washingtondc
